"ITTER107","Regione della sede didattica","TIPO_DATO6","Tipo dato","NATGIUR","Tipo Ateneo","SEXISTAT1","Sesso","TIPCORSOLAUREA","Tipologia di corso di laurea","AREADIDATTICA","Gruppo di corsi di laurea","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",5438,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",5510,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",5709,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",5495,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",5413,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",5442,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",5631,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",5462,,
"IT","Italia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",5962,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",2447,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",2463,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",2672,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",2690,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",2706,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",2810,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",2846,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",2784,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",2781,,
"IT","Italia","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",2856,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",1468,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",1402,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",1485,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",1476,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",1490,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",1437,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",1353,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",1335,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",1412,,
"ITC","Nord-ovest","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",1427,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",602,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",556,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",660,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",641,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",623,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",669,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",699,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",624,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",651,,
"ITC","Nord-ovest","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",688,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",33,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",38,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",29,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",30,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",36,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",43,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",39,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",34,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",35,,
"ITC","Nord-ovest","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",38,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",30,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",20,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",26,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",39,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",38,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",50,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",37,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",44,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",37,,
"ITC","Nord-ovest","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",34,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",1501,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",1440,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",1514,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",1506,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",1526,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",1480,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",1392,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",1369,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",1447,,
"ITC","Nord-ovest","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",1465,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",632,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",576,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",686,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",680,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",661,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",719,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",736,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",668,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",688,,
"ITC","Nord-ovest","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",722,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",370,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",340,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",357,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",369,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",360,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",351,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",361,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",333,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",394,,
"ITC1","Piemonte","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",379,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",190,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",158,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",200,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",203,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",172,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",204,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",227,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",208,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",218,,
"ITC1","Piemonte","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",237,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",370,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",340,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",357,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",369,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",360,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",351,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",361,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",333,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",394,,
"ITC1","Piemonte","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",379,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",190,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",158,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",200,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",203,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",172,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",204,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",227,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",208,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",218,,
"ITC1","Piemonte","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",237,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",114,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",113,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",140,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",130,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",140,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",135,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",126,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",126,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",111,,
"ITC3","Liguria","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",118,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",61,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",65,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",81,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",75,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",66,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",75,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",78,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",60,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",66,,
"ITC3","Liguria","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",69,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",114,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",113,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",140,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",130,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",140,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",135,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",126,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",126,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",111,,
"ITC3","Liguria","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",118,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",61,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",65,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",81,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",75,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",66,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",75,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",78,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",60,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",66,,
"ITC3","Liguria","18","laureati","9","totale","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",69,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",984,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",949,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",988,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",977,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",990,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",951,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",866,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",876,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",907,,
"ITC4","Lombardia","18","laureati","1","pubblica","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",930,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",351,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",333,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",379,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",363,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",385,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",390,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",394,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",356,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",367,,
"ITC4","Lombardia","18","laureati","1","pubblica","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",382,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",33,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",38,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",29,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",30,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2011","2011",36,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2012","2012",43,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2013","2013",39,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2014","2014",34,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2015","2015",35,,
"ITC4","Lombardia","18","laureati","2","privata","1","maschi","9999","totale","1","gruppo scientifico","2016","2016",38,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2007","2007",30,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2008","2008",20,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2009","2009",26,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2010","2010",39,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2011","2011",38,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2012","2012",50,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2013","2013",37,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2014","2014",44,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2015","2015",37,,
"ITC4","Lombardia","18","laureati","2","privata","2","femmine","9999","totale","1","gruppo scientifico","2016","2016",34,,
"ITC4","Lombardia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2007","2007",1017,,
"ITC4","Lombardia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2008","2008",987,,
"ITC4","Lombardia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2009","2009",1017,,
"ITC4","Lombardia","18","laureati","9","totale","1","maschi","9999","totale","1","gruppo scientifico","2010","2010",1007,,
